sex,year,title,school_id,yearofphd,phd_id,business,basesalary,othersalary,salary,micro,macromoney,metrics,labor,io,public,enviroenergy,develop,intl,finance,health,expbehave,political,urban,econhist,educ,firstname,lastname,i_tenure
Male,2018,Assistant Professor,221,2017,26,0,136743,0,139036.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,58,193,0
Male,2019,Assistant Professor,248,2007,226,0,154300,0,154300,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,389,194,0
Male,2016,Professor,226,2003,184,0,161958,450,124079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,195,1
Male,2015,Assistant Professor,11,2008,220,1,113172,0,113172,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455,196,0
Male,2018,Professor,185,1989,171,0,267979.52,0,267979.53125,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,609,197,1
Male,2018,Professor,128,1994,264,0,181006,0,181006,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,362,198,1
Female,2017,Professor,229,2000,223,0,210795.78,0,249431.640625,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,59,199,1
Male,2018,Professor,139,1981,33,0,380620,0,380620,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,737,199,1
Male,2018,Professor,227,1996,220,0,296358,30032,305029,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,245,201,1
Male,2012,Assistant Professor,229,2008,236,0,106699.98,0,107549.96875,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,645,202,0
Female,2018,Professor,225,1995,171,0,185683,0,189362.5,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,466,203,1
Male,2004,Professor,261,1991,197,0,180000,0,180000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,771,204,1
Male,2018,Associate Professor,222,2005,114,0,152808,0,156462.5,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,349,205,1
Female,2012,Assistant Professor,11,2005,264,1,102688,0,102688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,774,205,0
Female,2018,Associate Professor,236,2002,98,0,18646,0,167814,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,790,205,1
Female,2010,Assistant Professor,228,2004,229,0,84000,-3871,85050,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,10,206,0
Male,2018,Assistant Professor,223,2013,141,0,158783,25001,137579,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,163,207,0
Male,2010,Professor,228,1990,171,0,134700,-6933.31982421875,139399.984375,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,773,208,1
Male,2010,Assistant Professor,242,2009,175,0,110000,0,110000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,607,209,0
Male,2008,Assistant Professor,185,1994,149,1,141552,0,141552,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,540,210,0
Male,2002,Assistant Professor,159,2000,139,0,69072,0,69072,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,44,211,0
Male,2006,Professor,139,1951,114,0,156722,0,156722,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,362,213,1
Female,1998,Assistant Professor,159,1993,141,0,59184,0,59184,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,706,214,0
Male,2018,Professor,105,1981,191,0,223000,0,223000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308,215,1
Male,2005,Assistant Professor,248,2001,141,0,76500,0,76500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,216,0
Male,2018,Professor,136,1990,98,0,274105,274105,274105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,216,1
Male,2018,Assistant Professor,222,2013,261,0,80167,0,177225.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508,216,0
Male,2017,Assistant Professor,111,2013,261,1,131406,0,131406,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,789,216,0
Male,2018,Associate Professor,159,2004,171,0,171024,0,171024,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,641,217,1
Female,2018,Assistant Professor,105,2013,197,0,133500,0,133500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,211,218,0
Male,2011,Associate Professor,139,1999,261,0,176477,0,176477,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405,218,1
Male,2018,Assistant Professor,248,2016,135,0,135000,0,135000,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,201,219,0
Male,2019,Professor,248,2001,153,0,235000,0,235000,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,220,220,1
Male,2018,Associate Professor,222,2002,165,0,184942,0,187912.5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,149,221,1
Male,2018,Professor,221,1985,98,0,234318,0,241508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,263,221,1
Male,2005,Assistant Professor,185,1996,153,1,133916,0,133916,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,491,222,0
Male,2011,Associate Professor,242,1975,197,0,70000,0,70000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,282,223,1
Male,2018,Associate Professor,226,2011,98,0,172592,0,190179.5,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,336,224,1
Male,2018,Associate Professor,221,2011,233,0,157068,35954,159881,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,324,225,1
Female,2015,Assistant Professor,159,2012,98,0,140328,0,140328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,226,0
Male,2015,Assistant Professor,159,2010,98,0,127764,0,127764,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,448,226,0
Female,2016,Professor,222,1979,30,0,146967,0,148962.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,439,227,1
Male,2018,Associate Professor,242,2007,135,0,242668,0,242668,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,554,228,1
Male,2005,Assistant Professor,135,1998,175,0,84500,0,84500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,229,0
Male,2019,Assistant Professor,248,2016,123,0,135600,0,135600,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,365,230,0
Male,2017,Professor,227,1964,98,0,201650,0,219479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,755,231,1
Male,2018,Professor,136,1995,261,0,192626,192626,192626,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,508,232,1
Male,2017,Professor,229,1984,175,0,204108.04,0,203179.015625,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,564,233,1
Female,2010,Assistant Professor,136,1997,220,0,78606,0,78606,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,441,234,0
Female,2010,Assistant Professor,261,2006,61,0,105196,0,105196,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,326,235,0
Male,2010,Professor,242,1982,171,0,218405,0,218405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,628,236,1
Male,2015,Assistant Professor,223,2006,30,0,134733,0,146641.5,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,340,237,0
Male,2010,Professor,242,1990,264,0,245000,0,245000,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,572,238,1
Male,2019,Associate Professor,248,2010,170,0,189000,0,189000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,239,1
Male,2014,Professor,159,1979,220,0,121860,0,121860,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,690,240,1
Female,2018,Professor,223,1993,41,0,349983,105461,405380,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,178,241,1
Male,2018,Associate Professor,128,1976,198,0,78955.86,0,78955.859375,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,571,242,1
Male,2009,Professor,128,1984,197,0,151814.1,0,151814.09375,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,571,244,1
Male,2018,Assistant Professor,135,2013,223,0,158700,0,158700,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329,245,0
Male,2011,Professor,136,1991,248,0,134038,0,134038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,246,1
Male,2015,Professor,185,1972,267,1,251887.45,0,251887.453125,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,508,247,1
Female,2018,Professor,128,1973,54,0,336052.28,0,336052.28125,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,494,248,1
Male,2018,Associate Professor,136,1996,98,0,162663,162663,162663,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,157,249,1
Male,1998,Assistant Professor,159,1991,184,0,57528,0,57528,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,476,250,0
Female,2018,Professor,226,1997,141,0,262833,0,246993,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,382,251,1
Male,2015,Professor,225,1988,129,0,193227,0,189412.5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,690,252,1
Male,2018,Assistant Professor,225,2014,221,0,112092,0,105042,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,372,253,0
Male,2012,Assistant Professor,128,2008,242,0,105000,0,105000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560,254,0
Male,2013,Professor,242,1963,98,0,80500,0,80500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,255,1
Male,2018,Professor,226,1998,175,0,291950,0,298400,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,261,256,1
Male,2016,Professor,223,1970,41,0,251342,56333,242492,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,508,257,1
Male,2006,Professor,229,1978,141,0,114967.02,0,116417.0234375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,755,258,1
Female,2019,Associate Professor,11,1992,54,1,107984,0,107984,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,459,259,1
Male,2018,Professor,136,1982,261,0,261733,261733,261733,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,108,260,1
Male,2011,Assistant Professor,185,2007,180,1,177187.5,0,177187.5,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,572,261,0
Male,2008,Assistant Professor,135,2005,261,0,107000,0,107000,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,448,262,0
Male,2018,Professor,185,1998,171,1,308089,0,308089,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,526,262,1
Male,2018,Professor,48,1985,171,0,154969,0,154969,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,120,263,1
Male,2018,Associate Professor,111,2004,107,1,175143,0,175143,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,450,264,1
Male,2018,Assistant Professor,227,2013,168,0,158275,0,162771,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,137,265,0
Male,2018,Professor,159,1993,87,0,200124,0,200124,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,608,266,1
Female,2006,Assistant Professor,139,1999,41,0,90624,0,90624,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,472,267,0
Male,2013,Professor,227,1972,236,0,181600,21487,197958,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,608,268,1
Male,2004,Professor,135,1971,54,0,155500,0,155500,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,269,1
Male,2018,Assistant Professor,159,2017,135,0,130320,0,130320,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,270,0
Male,2005,Assistant Professor,242,1998,135,0,72165,0,72165,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,571,271,0
Male,2012,Assistant Professor,226,2008,232,0,119450.04,0,130483.0234375,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,272,0
Male,2010,Assistant Professor,261,2009,41,0,109000,0,109000,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,232,273,0
Male,2004,Associate Professor,209,1983,141,0,88743.87,0,88743.8671875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,274,1
Female,2018,Assistant Professor,10,2016,22,1,130000,0,130000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310,275,0
Male,2006,Associate Professor,136,1997,197,0,98131,0,98131,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,715,276,1
Male,2018,Professor,220,2002,98,0,296667,42541,298175,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,686,277,1
Male,2018,Professor,220,1987,98,0,146267,27939,148375,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,95,278,1
Male,2018,Professor,105,1996,264,0,206000,0,206000,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,252,279,1
Male,2012,Assistant Professor,48,2006,248,0,92990,0,92990,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,731,280,0
Male,2018,Assistant Professor,159,2017,261,0,143640,0,143640,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,413,281,0
Male,2018,Professor,261,1983,261,0,172187,0,172187,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,602,282,1
Male,2011,Professor,225,1981,197,0,175825.07,56144.4609375,177812.546875,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,47,283,1
Male,2018,Professor,227,2001,175,0,166708,0,171800,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,554,284,1
Male,2010,Professor,11,1970,11,1,89344,0,89344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,285,1
Male,2005,Assistant Professor,242,2004,171,0,89000,0,89000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,286,0
Male,2014,Assistant Professor,105,2010,223,0,122840,30710,122840,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,151,287,0
Female,2010,Associate Professor,136,1996,261,0,135001,0,135001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,681,288,1
Female,2018,Professor,136,1996,261,0,171588,171588,171588,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,682,288,1
Female,2016,Assistant Professor,11,2012,135,1,121442,0,121442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,187,289,0
Male,2004,Professor,135,1990,175,0,120000,0,120000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,362,290,1
Male,2018,Professor,185,1996,197,1,268274.75,0,268274.75,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,306,291,1
Male,2012,Assistant Professor,128,2011,175,0,115000,0,115000,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,590,292,0
Male,2018,Professor,228,2003,220,0,164383,0,166425,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,109,293,1
Male,2018,Associate Professor,136,2005,139,0,137125,137125,137125,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,57,294,1
Female,2018,Associate Professor,209,2012,197,0,185004,0,185004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338,295,1
Male,2018,Professor,242,1990,26,0,252000,0,252000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,690,297,1
Female,2018,Associate Professor,222,2009,23,0,181258,0,185212.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,777,298,1
Male,2018,Assistant Professor,159,2012,153,0,128364,0,128364,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,329,299,0
Male,2014,Professor,228,1971,170,0,86263,5501,93987.5,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,508,300,1
Female,2017,Professor,108,2006,237,0,124414.2,0,128267.8984375,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,227,301,1
Male,2018,Associate Professor,10,1974,176,1,150000,0,150000,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,362,302,1
Male,2018,Professor,128,1976,141,0,233438.9,0,233438.90625,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,303,1
Male,2008,Assistant Professor,261,2007,139,0,101729,0,101729,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,452,304,0
Male,2018,Assistant Professor,226,2012,197,0,73667,0,162850.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,676,305,0
Male,2018,Professor,222,1992,223,0,311525,0,316529,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362,306,1
Male,2018,Professor,10,1995,239,1,241500,0,241500,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,482,307,1
Male,2010,Professor,128,1999,98,0,200250.75,0,200250.75,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,478,308,1
Female,2015,Professor,159,1974,220,0,153456,0,153456,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,449,309,1
Female,2010,Assistant Professor,223,2006,167,0,123450,21708,125175,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,562,310,0
Male,2012,Associate Professor,159,1997,41,0,151452,0,151452,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,755,311,1
Male,2016,Professor,261,1986,264,0,305265,0,305265,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,693,312,1
Male,2017,Professor,242,1969,27,0,162500,0,162500,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,607,313,1
Male,2006,Professor,185,1962,171,0,105067,0,105067,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,460,314,1
Male,2010,Professor,225,1987,129,0,129949.98,-6809.33984375,132724.984375,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,245,315,1
Female,2018,Professor,209,1983,248,0,258381.09,0,258381.09375,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,114,316,1
Male,2007,Professor,139,1981,139,0,203800,0,203800,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,804,317,1
Male,2018,Professor,220,1993,197,0,275171,82647,271051.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,318,1
Male,2018,Professor,223,1981,41,0,382308,200022,386245.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,650,319,1
Male,2018,Associate Professor,136,2007,30,0,165052,165052,165052,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,363,320,1
Male,2018,Professor,220,1979,264,0,314092,16806,322471,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,81,321,1
Male,2018,Professor,236,1994,49,0,22112,0,199008,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,712,322,1
Male,2013,Associate Professor,228,1982,98,0,43354,0,41992,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,89,323,1
Male,2018,Professor,136,2002,153,0,190220,190220,190220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,724,324,1
Male,2017,Professor,226,1994,98,0,227625,57622,248983.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,262,325,1
Male,2010,Assistant Professor,135,2005,123,0,118000,0,118000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,508,326,0
Male,2019,Professor,248,1967,136,0,244000,0,244000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402,327,1
Male,2018,Professor,261,1983,220,0,318852,0,318852,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,120,328,1
Male,2019,Professor,248,1984,223,0,151000,0,151000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,498,329,1
Male,2006,Professor,248,1969,61,0,107600,0,107600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,715,330,1
Male,2018,Associate Professor,225,2007,196,0,64250,12875,142079,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,559,331,1
Male,2018,Associate Professor,220,2003,175,0,292625,0,296537.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278,332,1
Female,2018,Assistant Professor,221,2013,223,0,145894,0,148714.5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,392,333,0
Male,2017,Professor,108,2004,230,0,229533.4,0,255286.09375,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,376,334,1
Male,2010,Professor,105,1984,220,0,129565,0,129565,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,272,335,1
Male,2018,Associate Professor,227,2006,197,0,281925,75692,286446,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,304,336,1
Male,2018,Assistant Professor,236,2017,141,0,16189,0,145701,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,175,337,0
Male,2018,Associate Professor,242,2004,252,0,250000,0,250000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,686,338,1
"",2013,Professor,159,1976,41,0,178308,0,178308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,566,339,1
Male,2006,Professor,128,1987,61,0,188947,0,188947,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,755,339,1
Male,2018,Professor,227,2001,220,0,120842,0,268758.5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,203,340,1
Male,2016,Assistant Professor,220,2013,123,0,160100,35533,142465,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,87,341,0
Male,2006,Assistant Professor,105,2001,197,0,84813.04,0,84813.0390625,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,258,342,0
Male,2018,Assistant Professor,226,2015,98,0,136100,31489,150708,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,317,343,0
Male,2018,Professor,228,1994,153,0,233608,0,236245.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,608,344,1
Male,2018,Associate Professor,223,2011,175,0,215683,94887,230808,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,560,346,1
Male,2012,Assistant Professor,48,2009,169,0,96814,0,96814,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,714,347,0
Male,2018,Professor,236,1990,260,0,34767,0,312903,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,768,348,1
Female,2018,Associate Professor,135,2009,264,0,2e+05,0,2e+05,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,774,348,1
Male,2018,Assistant Professor,209,2015,226,0,141489,0,141489,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,799,349,0
Male,2019,Assistant Professor,248,2017,226,0,141000,0,141000,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,428,350,0
Male,2016,Professor,223,1982,260,0,223417,0,210085.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,614,350,1
Male,2018,Professor,220,1981,165,0,188117,0,190942,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,372,351,1
Male,2017,Professor,176,2016,170,1,145393.72,0,154242.6875,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,217,352,1
Male,2015,Professor,221,1981,141,0,258621,66502,276535.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,608,353,1
Male,2019,Assistant Professor,11,2014,61,1,129973,0,129973,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,354,0
Male,2005,Professor,229,1967,112,0,116399.98,0,102739.9921875,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,22,356,1
Female,2018,Associate Professor,128,2007,49,0,152600,0,152600,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,193,357,1
Male,2018,Professor,220,2006,220,0,260417,89916,264890,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,239,358,1
Male,2018,Professor,10,1983,236,1,205000,0,205000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,581,359,1
Male,2005,Associate Professor,159,1985,220,0,99132,0,99132,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,201,360,1
Male,2003,Professor,185,1956,41,1,135077,0,135077,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,424,360,1
Male,2017,Professor,136,1977,27,0,215393,215393,215393,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,617,360,1
Male,2017,Associate Professor,229,2004,149,0,172479.9,0,167186.703125,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,447,361,1
Female,2015,Professor,226,1981,141,0,132133,0,143319.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,470,362,1
Male,2010,Professor,159,1961,197,0,108900,0,108900,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,85,363,1
Male,2018,Professor,48,1995,226,0,174767,0,174767,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,542,364,1
Female,2011,Assistant Professor,139,2000,171,0,121533,0,121533,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17,365,0
Male,2005,Professor,111,1975,33,1,210587,0,210587,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,608,366,1
Female,2019,Professor,248,2005,264,0,246000,0,246000,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,36,367,1
Male,2007,Professor,139,1961,141,0,132844,0,132844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,368,1
Male,2014,Associate Professor,135,2003,197,0,207500,0,207500,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,339,369,1
Male,2017,Assistant Professor,209,2014,197,0,137907,0,137907,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,151,370,0
Male,2017,Associate Professor,229,2001,226,0,171394.98,0,174857.109375,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,541,371,1
Female,2006,Assistant Professor,111,2000,184,1,79234,0,79234,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,61,372,0
Male,2018,Professor,227,1974,223,0,200450,0,203608.5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,271,373,1
Male,2018,Associate Professor,222,2007,128,0,209417,16304,213608.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,491,374,1
Female,2010,Assistant Professor,242,2008,153,0,105500,0,105500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,409,375,0
Male,2018,Assistant Professor,261,2013,153,0,137700,0,137700,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,280,376,0
Female,2019,Assistant Professor,11,2015,226,1,132860,0,132860,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,689,377,0
Female,2019,Associate Professor,248,1996,141,0,158500,0,158500,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,431,378,1
Female,2018,Professor,10,2003,98,1,230000,0,230000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,31,379,1
Male,2018,Professor,228,1977,228,0,256475,0,249200.5,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,151,380,1
Male,2018,Associate Professor,111,2006,245,1,188611,0,188611,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,157,381,1
Male,2011,Professor,229,1972,128,0,131010,0,114633.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,607,382,1
Female,2017,Associate Professor,229,2006,61,0,175456.52,0,181364.765625,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,326,383,1
Female,2018,Professor,261,2010,171,0,255000,0,255000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,119,384,1
Female,2013,Assistant Professor,185,2010,171,0,113045.63,0,113045.6328125,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,144,385,0
Male,2014,Assistant Professor,261,2010,139,0,120372,0,120372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401,386,0
